# Weather station Moscow, Russia, WMO_ID=27612,selection from 01.02.2024 till 01.02.2025, all days
# Encoding: Unicode
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=27612&lang=en
#
"Local time in Moscow";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.01.2025 00:00";"-1.8";"751.4";"765.7";"0.1";"71";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-6.4";"";"";"";"";"";"";
"23.01.2025 21:00";"-2.2";"751.3";"765.7";"-0.4";"71";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"-2.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-6.9";"No precipitation";"12";"";"";"";"";
"23.01.2025 18:00";"-2.2";"751.7";"766.0";"0.1";"65";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-8.0";"No precipitation";"12";"";"";"";"";
"23.01.2025 15:00";"-2.5";"751.6";"766.0";"-0.9";"64";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-8.4";"";"";"";"";"";"";
"23.01.2025 12:00";"-3.3";"752.5";"766.9";"0.1";"72";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-7.6";"";"";"";"";"";"";
"23.01.2025 09:00";"-2.9";"752.4";"766.8";"-0.3";"61";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"-2.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-9.4";"No precipitation";"12";"";"";"Compact or wet snow (with or without ice) covering less than one-half of the ground.";"Snow cover, not continuous.";
"23.01.2025 06:00";"-2.4";"752.7";"767.0";"-0.8";"53";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"-2.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-10.9";"No precipitation";"12";"";"";"";"";
"23.01.2025 03:00";"-2.3";"753.5";"767.9";"-0.8";"49";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-11.6";"";"";"";"";"";"";
"23.01.2025 00:00";"-2.3";"754.3";"768.6";"-0.2";"49";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-11.8";"";"";"";"";"";"";
"22.01.2025 21:00";"-1.9";"754.5";"768.8";"-0.4";"51";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"-1.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-10.8";"No precipitation";"12";"";"";"";"";
"22.01.2025 18:00";"-2.7";"754.9";"769.3";"-1.2";"45";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-13.0";"No precipitation";"12";"";"";"";"";
"22.01.2025 15:00";"-3.8";"756.1";"770.6";"-2.4";"46";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-13.9";"";"";"";"";"";"";
"22.01.2025 12:00";"-5.3";"758.5";"773.0";"-0.7";"55";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"-13.1";"";"";"";"";"";"";
"22.01.2025 09:00";"-6.3";"759.2";"773.8";"-0.7";"58";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"-7.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"-13.4";"No precipitation";"12";"";"";"Compact or wet snow (with or without ice) covering less than one-half of the ground.";"Snow cover, not continuous.";
"22.01.2025 06:00";"-6.9";"759.9";"774.6";"-0.7";"62";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"-7.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-13.1";"No precipitation";"12";"";"";"";"";
"22.01.2025 03:00";"-6.7";"760.6";"775.3";"0.0";"59";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-13.4";"";"";"";"";"";"";
"22.01.2025 00:00";"-6.6";"760.6";"775.3";"0.6";"56";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-14.1";"";"";"";"";"";"";
"21.01.2025 21:00";"-6.1";"760.0";"774.7";"0.5";"50";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"-5.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-14.9";"No precipitation";"12";"";"";"";"";
"21.01.2025 18:00";"-5.9";"759.5";"774.2";"0.7";"46";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-15.7";"No precipitation";"12";"";"";"";"";
"21.01.2025 15:00";"-5.2";"758.8";"773.5";"0.3";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-17.9";"";"";"";"";"";"";
"21.01.2025 12:00";"-6.0";"758.5";"773.2";"0.8";"46";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-15.8";"";"";"";"";"";"";
"21.01.2025 09:00";"-6.8";"757.7";"772.4";"1.4";"46";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";" ";"";"";"-6.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-16.6";"No precipitation";"12";"";"";"Compact or wet snow (with or without ice) covering less than one-half of the ground.";"Snow cover, not continuous.";
"21.01.2025 06:00";"-5.5";"756.3";"770.8";"1.9";"53";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"-5.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-13.7";"No precipitation";"12";"";"";"";"";
"21.01.2025 03:00";"-2.6";"754.4";"768.7";"1.0";"59";"Wind blowing from the north-northwest";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-9.5";"";"";"";"";"";"";
"21.01.2025 00:00";"-1.3";"753.4";"767.7";"1.2";"52";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-9.9";"";"";"";"";"";"";
"20.01.2025 21:00";"0.0";"752.2";"766.4";"1.2";"58";"Wind blowing from the north-west";"3";"";"12";"100%.";" ";"";"";"";"2.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"-7.3";"No precipitation";"12";"";"";"";"";
"20.01.2025 18:00";"0.8";"751.0";"765.1";"1.8";"63";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"-5.6";"No precipitation";"12";"";"";"";"";
"20.01.2025 15:00";"2.1";"749.2";"763.2";"1.8";"64";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-4.1";"";"";"";"";"";"";
"20.01.2025 12:00";"2.6";"747.4";"761.4";"1.8";"74";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-1.7";"";"";"";"";"";"";
"20.01.2025 09:00";"2.1";"745.6";"759.4";"1.6";"83";"Wind blowing from the west-northwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain and snow or other types of solid precipitation";"Rain.";"-0.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-0.6";"0.1";"12";"";"";"Ground predominantly covered by ice.";"Snow cover, not continuous.";
"20.01.2025 06:00";"1.0";"744.0";"758.0";"0.3";"91";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Snow not falling as shower(s). ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"-0.3";"0.1";"12";"";"";"";"";
"20.01.2025 03:00";"0.4";"743.7";"757.7";"-1.0";"79";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"-2.9";"";"";"";"";"";"";
"20.01.2025 00:00";"0.5";"744.7";"758.8";"-1.2";"69";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-4.5";"";"";"";"";"";"";
"19.01.2025 21:00";"-0.5";"745.9";"760.0";"-0.8";"73";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"1.4";"";"";"";"";"";"20.0";"-4.8";"No precipitation";"12";"";"";"";"";
"19.01.2025 18:00";"-0.1";"746.7";"760.8";"0.5";"72";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-4.6";"No precipitation";"12";"";"";"";"";
"19.01.2025 15:00";"1.3";"746.2";"760.1";"-0.1";"65";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-4.7";"";"";"";"";"";"";
"19.01.2025 12:00";"0.2";"746.3";"760.4";"0.6";"70";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-4.7";"";"";"";"";"";"";
"19.01.2025 09:00";"-0.6";"745.7";"759.8";"1.4";"75";"Wind blowing from the north-west";"3";"";"10";"90  or more, but not 100%";" ";"";"";"-0.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-4.6";"0.1";"12";"";"";"Ground predominantly covered by ice.";"Snow cover, not continuous.";
"19.01.2025 06:00";"0.6";"744.3";"758.2";"1.3";"72";"Wind blowing from the north-west";"3";"";"10";"100%.";" ";"";"";"0.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-4.0";"1.0";"12";"";"";"";"";
"19.01.2025 03:00";"1.5";"743.0";"756.9";"1.3";"76";"Wind blowing from the west-northwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-2.3";"";"";"";"";"";"";
"19.01.2025 00:00";"1.4";"741.7";"755.6";"1.0";"89";"Wind blowing from the north-west";"3";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"19.0";"-0.3";"";"";"";"";"";"";
"18.01.2025 21:00";"2.0";"740.7";"754.6";"0.7";"90";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"3.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"300-600";"";"";"15.0";"0.5";"1.0";"12";"";"";"";"";
"18.01.2025 18:00";"3.2";"740.0";"753.8";"-0.2";"86";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"300-600";"";"";"16.0";"1.1";"0.2";"12";"";"";"";"";
"18.01.2025 15:00";"2.8";"740.2";"754.0";"-2.1";"88";"Wind blowing from the west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"1.0";"";"";"";"";"";"";
"18.01.2025 12:00";"1.5";"742.3";"756.3";"-1.7";"94";"Wind blowing from the west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"4.0";"0.7";"";"";"";"";"";"";
"18.01.2025 09:00";"0.7";"744.0";"757.9";"-2.5";"95";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"0.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"14.0";"0.0";"No precipitation";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"less than 0.5";
"18.01.2025 06:00";"0.3";"746.5";"760.6";"-1.6";"93";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"0.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"20.0";"-0.7";"No precipitation";"12";"";"";"";"";
"18.01.2025 03:00";"1.3";"748.1";"762.1";"-0.9";"92";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"20.0";"0.1";"";"";"";"";"";"";
"18.01.2025 00:00";"2.5";"749.0";"763.0";"0.1";"87";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"0.5";"";"";"";"";"";"";
"17.01.2025 21:00";"3.0";"748.9";"762.9";"0.7";"85";"Wind blowing from the north-west";"3";"";"10";"100%.";" ";"";"";"";"3.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"0.7";"0.2";"12";"";"";"";"";
"17.01.2025 18:00";"3.6";"748.2";"762.1";"1.2";"84";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"1.1";"0.2";"12";"";"";"";"";
"17.01.2025 15:00";"3.7";"747.0";"760.9";"1.0";"87";"Wind blowing from the north-west";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"18.0";"1.7";"";"";"";"";"";"";
"17.01.2025 12:00";"3.6";"746.0";"759.9";"0.9";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"16.0";"1.9";"";"";"";"";"";"";
"17.01.2025 09:00";"3.3";"745.1";"759.0";"0.7";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"1.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"20.0";"1.7";"0.1";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"3.0";
"17.01.2025 06:00";"2.8";"744.4";"758.2";"0.9";"92";"Wind blowing from the west-northwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"1.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"17.0";"1.6";"0.7";"12";"";"";"";"";
"17.01.2025 03:00";"1.9";"743.5";"757.4";"-1.7";"93";"Wind blowing from the west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"20.0";"0.9";"";"";"";"";"";"";
"17.01.2025 00:00";"1.6";"745.2";"759.2";"-0.4";"94";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"15.0";"0.7";"";"";"";"";"";"";
"16.01.2025 21:00";"1.4";"745.6";"759.6";"-0.8";"94";"Wind blowing from the west";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain.";"";"1.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"7.0";"0.5";"4.0";"12";"";"";"";"";
